"TID_ERROR_POP_UP_LOGIN_FAILED_TITLE","LOGIN FAILED","ÉCHEC DE CONNEXION","LOGIN FEHLGESCHLAGEN","ERROR AL INICIAR SESIÓN","ACCESSO FALLITO","AANMELDEN MISLUKT","GİRİŞ YAPILAMADI","ログイン失敗","로그인 실패","ОШИБКА ВХОДА","فشل تسجيل الدخول","ERRO NO LOGIN","登录失败","登入失敗","GAGAL MASUK","การล็อกอินล้มเหลว","KIRJAUTUMINEN EPÄONNISTUI"
"TID_ERROR_POP_UP_LOGIN_FAILED","Please try again later.","Veuillez réessayer plus tard.","Bitte versuche es später erneut.","Inténtalo de nuevo más tarde.","Riprova più tardi.","Probeer het later opnieuw.","Daha sonra tekrar dene.","後ほどもう一度お試しください。","잠시 후에 다시 시도해주세요.","Пожалуйста, попробуйте позже.","يُرجى إعادة المحاولة لاحقًا.","Tente de novo mais tarde.","请稍后重试。","請稍後再試。","Silakan coba lagi nanti.","โปรดลองอีกครั้งในภายหลัง","Yritä myöhemmin uudelleen."
"TID_ERROR_POP_UP_LOGIN_FAILED_BUTTON","Try again","Réessayer","Erneut versuchen","Volver a intentarlo","Riprova","Opnieuw proberen","Tekrar dene","もう一度試す","재시도","Повторить попытку","إعادة المحاولة","Tentar de novo","重试","再試一次","Coba lagi","ลองอีกครั้ง","Yritä uudelleen"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_TITLE","UPDATE IS AVAILABLE!","MISE À JOUR DISPONIBLE !","EIN UPDATE IST VERFÜGBAR!","¡HAY UNA ACTUALIZACIÓN DISPONIBLE!","AGGIORNAMENTO DISPONIBILE","UPDATE BESCHIKBAAR!","GÜNCELLEME VAR!","アップデートが到着！","업데이트 이용 가능!","ВЫШЛО ОБНОВЛЕНИЕ!","يوجد تحديث جديد!","NOVA ATUALIZAÇÃO","更新上线啦！","更新上線囉！","PEMBARUAN TERSEDIA!","อัปเดตมาแล้ว!","PÄIVITYS SAATAVILLA!"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION","Good news! A new version of the game is available.","Génial ! Une nouvelle version du jeu est disponible.","Gute Nachrichten! Eine neue Version des Spiels ist verfügbar.","¡Buenas noticias! Hay una nueva versión del juego disponible.","Buone notizie! C'è una nuova versione del gioco.","Goed nieuws! Er is een nieuwe versie van het spel beschikbaar.","İyi haberlerimiz var! Oyunun yeni sürümü çıktı.","最新バージョンのゲームが利用可能です！","좋은 소식입니다! 게임의 새 버전을 이용할 수 있습니다.","Хорошие новости! Вышла новая версия игры.","خبر سار: يتوفر إصدار جديد من اللعبة.","Boas notícias! Uma nova versão do jogo está disponível.","好消息，可以下载游戏最新版本啦！","好消息，可以下載遊戲最新版本囉！","Kabar baik! Versi terbaru dari game ini tersedia.","ข่าวดี! เวอร์ชั่นใหม่ของเกมพร้อมให้โหลดแล้ว","Hyviä uutisia: pelistä on saatavilla uusi versio!"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_BUTTON","Update","Mettre à jour","Updaten","Actualizar","Aggiorna","Update","Güncelle","アップデート","업데이트","Обновить","التحديث","Atualizar","更新","更新","Pembaruan","อัปเดต","Päivitä"
"TID_ERROR_POP_UP_OUT_OF_SYNC_TITLE","ERROR!","ERREUR !","FEHLER!","¡ERROR!","ERRORE","FOUTMELDING!","HATA!","エラー！","오류!","ОШИБКА!","خطأ!","ERRO","出错了！","發生錯誤！","TERJADI KESALAHAN!","เกิดข้อผิดพลาด!","VIRHE!"
"TID_ERROR_POP_UP_OUT_OF_SYNC","Client and server are out of sync!","Le client n'est plus synchronisé avec le serveur !","Der Client und der Server sind nicht synchronisiert!","El cliente y el servidor están sin sincronizar.","Il client e il server non sono sincronizzati.","Client en server zijn niet synchroon!","İstemci ve sunucu bilgileri örtüşmüyor!","クライアントとサーバーの同期が取れません！","클라이언트와 서버가 동기화되지 않았습니다!","Клиент и сервер не синхронизированы!","العميل والخادم غير متزامنين!","O cliente e o servidor estão dessincronizados.","客户端与服务器不同步！","客戶端與伺服器不同步！","Klien dan server tidak sinkron!","ไคลเอนท์กับเซิร์ฟเวอร์ไม่ซิงค์กัน!","Asiakkaan ja palvelimen synkronointi ei onnistunut!"
"TID_ERROR_POP_UP_OUT_OF_SYNC2","Out Of Sync. Client failed to move events from discarded frame!","Out Of Sync. Client failed to move events from discarded frame!","Synchronisierungsfehler. Der Client konnte keinen Eventfortschritt von einem früheren Frame herstellen!","Out Of Sync. Client failed to move events from discarded frame!","Errore di sincronizzazione. Il client non è riuscito a spostare gli eventi dalla cornice scartata.","Out Of Sync. Client failed to move events from discarded frame!","Bilgiler örtüşmüyor. İstemci, kapatılan ekrandaki etkinlikleri işleyemedi!","同期失敗 - クライアントが破棄されたフレームからイベントを移動できませんでした。","동기화 오류입니다. 클라이언트가 폐기된 프레임에서 이벤트를 이동하지 못했습니다!","Игра не синхронизирована. Клиент не переместил события из удаленного фрейма!","عدم التوازن: فشل العميل في نقل الأحداث من الإطار السابق!","Fora de sincronia. O cliente não retirou eventos do quadro descartado.","同步失败！客户端无法从废弃帧中移动事件！","同步失敗！客戶端無法從棄置幀數中移動事件！","Out Of Sync. Client failed to move events from discarded frame!","ไม่ซิงค์กัน ไคลเอนท์ไม่สามารถย้ายอีเวนท์จากเฟรมที่ถูกทิ้งได้!","Out Of Sync. Client failed to move events from discarded frame!"
"TID_ERROR_POP_UP_OUT_OF_SYNC_BUTTON","Reload game","Relancer","Spiel neu laden","Volver a cargar la partida","Ricarica partita","Spel herladen","Oyunu yeniden yükle","ゲームをリロード","게임 다시 불러오기","Перезагрузить игру","إعادة تحميل اللعبة","Recarregar","重新加载","重新載入","Muat ulang game","โหลดเกมอีกครั้ง","Lataa uudelleen"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_TITLE","MAINTENANCE BREAK","MAINTENANCE EN COURS","WARTUNGSPAUSE","PAUSA DE MANTENIMIENTO","MANUTENZIONE","ONDERBREKING WEGENS ONDERHOUD","BAKIM ARASI","メンテナンス中","서버 점검 시간","ПЕРЕРЫВ НА ТЕХОБСЛУЖИВАНИЕ","فاصل صيانة","PAUSA DE MANUTENÇÃO","服务器维护","伺服器維護","JEDA PEMELIHARAAN","พักซ่อมบำรุง","HUOLTOKATKO"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE","Sorry, the servers are under maintenance. Please try again later.","Une maintenance est en cours. Veuillez réessayer plus tard.","Sorry, die Server werden momentan gewartet. Bitte schau später wieder vorbei.","Lo sentimos. Los servidores se encuentran en mantenimiento. Vuelve a intentarlo más tarde.","I server sono in manutenzione. Riprova più tardi.","Sorry, er wordt onderhoud uitgevoerd aan de servers. Probeer het later opnieuw.","Sunucularımız şu anda bakımda. Daha sonra tekrar dene.","サーバーがメンテナンス中です。恐れ入りますが、後ほどもう一度お試しください。","죄송합니다. 서버를 점검하고 있습니다. 잠시 후에 다시 시도해주세요.","Идёт техническое обслуживание серверов. Пожалуйста, попробуйте позже.","عذرًا! الخوادم قيد الصيانة. يرجى إعادة المحاولة لاحقًا.","Infelizmente os servidores estão em manutenção. Tente de novo depois.","抱歉，服务器正在维护，请稍后重试。","抱歉，伺服器正在維護中，請稍後再試。","Maaf, server sedang dalam pemeliharaan. Silakan coba lagi nanti.","ขออภัย เซิร์ฟเวอร์อยู่ระหว่างการซ่อมบำรุง โปรดลองอีกครั้งในภายหลัง","Pahoittelemme! Palvelimia huolletaan. Yritä myöhemmin uudelleen."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_BUTTON","Try again","Réessayer","Erneut versuchen","Volver a intentarlo","Riprova","Opnieuw proberen","Tekrar dene","もう一度試す","재시도","Повторить попытку","إعادة المحاولة","Tentar de novo","重试","再試一次","Coba lagi","ลองอีกครั้ง","Yritä uudelleen"
"TID_GIVE_AGE_TITLE","MY AGE IS...","MON ÂGE EST...","MEIN ALTER BETRÄGT ...","TENGO...","QUANTI ANNI HAI?","JE LEEFTIJD","YAŞIM...","年齢","나이 입력","МОЙ ВОЗРАСТ...","عمري...","EU TENHO...","我的年龄是...","我的年齡是...","USIA SAYA ...","ฉันอายุ...","IKÄNI ON..."
"TID_AGE_INSTRUCTIONS","Please tell us your age. This will not affect gameplay.","Veuillez indiquer votre âge. Le gameplay ne sera pas affecté.","Bitte teile uns dein Alter mit. Dies hat keinen Einfluss auf den Spielablauf.","Dinos cuántos años tienes. Esto no afectará al estilo de juego.","Specifica la tua età. Questo dettaglio non influirà sul gioco.","Laat ons je leeftijd weten. Dit heeft geen invloed op de gameplay.","Yaşını bizimle paylaşır mısın? Bu bilgi, oyunun oynanışını etkilemez.","年齢を教えてね。ゲームプレイには影響しないよ。","나이를 알려주세요. 게임 플레이에는 영향을 미치지 않습니다.","Укажите ваш возраст. Это не повлияет на игровой процесс.","الرجاء إدخال عمرك. هذا لن يؤثر على سير اللعب.","Diga qual é a sua idade. Isso não afetará a jogabilidade.","请告诉我们你的年龄，本设置不会影响游戏玩法。","請告訴我們你的年齡，本設定不會影響遊戲玩法。","Silakan masukkan usia (informasi ini tidak akan memengaruhi alur permainan).","โปรดบอกอายุของคุณ อายุไม่มีผลต่อการเล่นเกม","Kerro, minkä ikäinen olet. Tämä ei vaikuta pelaamiseen."
"TID_GIVE_NAME_TITLE","MY NAME IS...","JE SUIS...","MEIN NAME LAUTET ...","ME LLAMO...","MI CHIAMO...","JE NAAM","ADIM...","名前","이름 정하기","МЕНЯ ЗОВУТ...","اسمي...","MEU NOME É...","我叫...","我的名字是...","NAMA SAYA ...","ฉันชื่อ...","NIMENI ON..."
"TID_NAME_INSTRUCTIONS","Pick a name you like. It is shown to other players, so choose a nice one!","Choisissez un nom qui sera affiché pour les autres joueurs !","Gib ein, wie du heißen möchtest. Der Name wird anderen Spielern angezeigt, also such dir einen guten aus!","Elige un nombre que te guste. Es el que verán otros jugadores, ¡así que elige con cabeza!","Scrivi un nome che ti piaccia. Scegline uno bello, perché lo vedranno anche gli altri giocatori!","Kies een naam die je leuk vindt. Dit is hoe je bekend zal staan in het spel, dus denk er goed over na!","İstediğin adı seçebilirsin. Bu adı diğer oyuncular da görecek, güzel bir şey olsun!","好きな名前を入力してね。他のプレイヤーにも表示されるから、よく考えた方がいいよ。","사용할 이름을 입력하세요. 다른 플레이어에게 표시되니 신중히 정하세요!","Выбери имя по вкусу. Его будет видно другим игрокам, так что выбирай с умом!","اختر اسمًا لائقًا يعجبك لأنه سيظهر لجميع اللاعبين.","Digite um nome. Os outros jogadores poderão vê-lo, então escolha um nome legal!","起个自己喜欢的名称吧。请选择合适的名称，因为其他玩家也能看到哦！","取個自己喜歡的名稱吧。其他玩家也能看到，所以取個好聽一點的吧！","Pilih nama yang diinginkan. Nama ini akan ditampilkan ke pemain lain, jadi pilihlah dengan bijak!","เลือกชื่อที่คุณชอบ ชื่อของคุณจะแสดงให้\nผู้เล่นอื่นเห็น เลือกดีๆ ล่ะ!","Valitse mieleisesi nimi. Muut pelaajat näkevät sen, joten valitse joku kiva!"
"TID_NAME_TOO_SHORT","Name is too short!","Le nom est trop court !","Der Name ist zu kurz!","¡El nombre es demasiado corto!","Il nome è troppo corto.","Naam is te kort!","Bu ad çok kısa!","名前が短すぎます！","이름이 너무 짧습니다!","Имя слишком короткое!","الاسم أقصر من اللازم!","O nome é muito curto.","名称太短！","名稱太短！","Nama terlalu pendek!","ชื่อสั้นเกินไป!","Nimi on liian lyhyt!"
"TID_INVALID_NAME","Invalid name! Please try another one.","Le nom n'est pas valide ! Choisissez-en un autre.","Ungültiger Name! Bitte probiere es mit einem anderen.","¡El nombre no es válido! Usa otro.","Il nome non è valido. Scegline un altro.","Ongeldige naam! Probeer een andere naam.","Geçersiz ad! Başka bir ad dene.","使用できない名前です！別の名前を入力してください。","사용할 수 없는 이름입니다! 다른 이름을 입력해 보세요.","Недопустимое имя! Попробуй ещё раз.","اسم غير صالح! يرجى تجربة اسم آخر.","Nome inválido. Tente outro.","名称无效，请换一个。","名稱無效，請換一個。","Nama tidak valid! Silakan coba nama lain.","ชื่อไม่ถูกต้อง! โปรดลองชื่อใหม่","Nimi ei käy! Kokeile jotakin toista."
